suite_id,suite,run_index,total_runs,method,seed,sparsity,cka_strength,config,log_dir,checkpoint_dir,plot_dir,command,status
all_20260516_024344,multiseed,48,205,cka_feddst,13,0.95,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_13,results/checkpoints/multiseed/all_20260516_024344/seed_13,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 13 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_13 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_13 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,49,205,fedavg,21,,,configs/fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/fedavg_mnist.yaml --seed 21 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,50,205,sparse_fedavg,21,0.5,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 21 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,51,205,feddst,21,0.5,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 21 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,52,205,cka_feddst,21,0.5,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 21 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,53,205,sparse_fedavg,21,0.7,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 21 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,54,205,feddst,21,0.7,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 21 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,55,205,cka_feddst,21,0.7,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 21 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,56,205,sparse_fedavg,21,0.8,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 21 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,57,205,feddst,21,0.8,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 21 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,58,205,cka_feddst,21,0.8,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 21 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,59,205,sparse_fedavg,21,0.9,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 21 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,60,205,feddst,21,0.9,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 21 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,61,205,cka_feddst,21,0.9,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 21 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,62,205,sparse_fedavg,21,0.95,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 21 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,63,205,feddst,21,0.95,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 21 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,64,205,cka_feddst,21,0.95,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_21,results/checkpoints/multiseed/all_20260516_024344/seed_21,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 21 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_21 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_21 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,65,205,fedavg,100,,,configs/fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/fedavg_mnist.yaml --seed 100 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,66,205,sparse_fedavg,100,0.5,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 100 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,67,205,feddst,100,0.5,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 100 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,68,205,cka_feddst,100,0.5,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 100 --sparsity 0.5 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,69,205,sparse_fedavg,100,0.7,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 100 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,70,205,feddst,100,0.7,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 100 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,71,205,cka_feddst,100,0.7,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 100 --sparsity 0.7 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,72,205,sparse_fedavg,100,0.8,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 100 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,73,205,feddst,100,0.8,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 100 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,74,205,cka_feddst,100,0.8,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 100 --sparsity 0.8 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,75,205,sparse_fedavg,100,0.9,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 100 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,76,205,feddst,100,0.9,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 100 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,77,205,cka_feddst,100,0.9,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 100 --sparsity 0.9 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,78,205,sparse_fedavg,100,0.95,,configs/sparse_fedavg_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/sparse_fedavg_mnist.yaml --seed 100 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,79,205,feddst,100,0.95,,configs/feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/feddst_mnist.yaml --seed 100 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
all_20260516_024344,multiseed,80,205,cka_feddst,100,0.95,,configs/cka_feddst_mnist.yaml,results/logs/multiseed/all_20260516_024344/seed_100,results/checkpoints/multiseed/all_20260516_024344/seed_100,results/plots/multiseed/all_20260516_024344,/mnt/aiongpfs/users/dsen/cka-fed-dynamic-sparsity/.venv/bin/python -m src.train --config configs/cka_feddst_mnist.yaml --seed 100 --sparsity 0.95 --log-dir results/logs/multiseed/all_20260516_024344/seed_100 --checkpoint-dir results/checkpoints/multiseed/all_20260516_024344/seed_100 --plot-dir results/plots/multiseed/all_20260516_024344,passed
